Hotel_Name,Hotel_Rating,City,Hotel_Price,Feature
The Park Pride,4.2,patna,2837.0,"Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Full-service laundry,0,0"
"Hotel Virasat Retreat, Opposit Medanta Hospital,Patna",4.0,patna,1712.0,"Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,Room service"
Buddha Heritage,4.0,patna,3015.0,"3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry"
Hotel Maurya,4.3,patna,10112.0,"5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant"
Hotel Mundrika Deluxe,3.2,patna,1300.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry"
Hotel Aurelia Pearl,4.8,patna,1846.0,"Breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Full-service laundry,Smoke-free,0,0"
The Hotel Bliss | Best Hotels in Patna,4.1,patna,1450.0,"Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible"
The AVR Hotel,4.1,patna,2438.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle"
Super OYO Townhouse OAK Holiday Grand,3.3,patna,1553.0,"Apartment,Sleeps 7,Air conditioning,Kitchen,Cable TV,Free Wi-Fi,No airport shuttle,No beach access,No elevator"
Hotel Windsor,3.9,patna,4536.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry"
"Lemon Tree Premier, Patna",4.1,patna,6882.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant"
Treebo Trend Seven Suites,3.5,nagpur,2488.0,"3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Paid parking,Room service,Kitchen,Full-service laundry,Kid-friendly"
Treebo Trend Chalets,4.2,nagpur,3008.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry"
Radisson Blu Hotel Nagpur,4.5,nagpur,9361.0,"5-star hotel,Breakfast,Free Wi-Fi,Paid parking,Pool,Hot tub,Air conditioning,Fitness center,Spa"
Regenta Central Hotel & Convention Centre,4.0,nagpur,3830.0,"4-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service"
Hotel The Embassy,4.1,nagpur,3395.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service"
Hotel Centre Point,4.3,nagpur,4681.0,"5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar"
"The Legend Inn, Nagpur",4.0,nagpur,3276.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle"
Orange Tree Hotels,4.4,nagpur,3042.0,"Free breakfast,Free Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,0,0"
Octave Parkland Suites,4.3,nagpur,2099.0,"Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Room service,Kitchen,Full-service laundry,0"
"RSVP NAGPUR(Restro-bar,Rooftop & Rooms)",4.0,nagpur,2300.0,"Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Full-service laundry,0,0"
Treebo Trend Chalets,4.2,nagpur,2989.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry"
Hotel Orient Crown,3.9,nagpur,1677.0,"Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Kitchen,Smoke-free,0"
Hotel Maitrayee,4.6,nagpur,2384.0,"Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry"
Hotel Nagpur Ashok,4.0,nagpur,5235.0,"3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Spa,Bar,Restaurant"
Nirvana Residency,4.7,nagpur,2600.0,"0,0,0,0,0,0,0,0,0"
The Paramount Hotel,4.4,nagpur,1071.0,"Free Wi-Fi,Paid parking,Pool,Air conditioning,Room service,Kitchen,Full-service laundry,Smoke-free,0"
Hotel President Nagpur,4.1,nagpur,2813.0,"3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle"
Treebo Trend The Pavilion,4.0,nagpur,2966.0,"Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,0"
Treebo Trend Hotel A1,3.9,nagpur,2689.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Airport shuttle,Full-service laundry"
The Park Indore,4.7,indore,6272.0,"5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar"
Pride Hotel & Convention Centre Indore,4.1,indore,3807.0,"4-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant"
Pride Hotel & Convention Centre Indore,4.1,indore,3273.0,"4-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant"
Hotel Solaris,4.0,indore,2259.0,"3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service"
Sayaji Hotel Indore,4.4,indore,5111.0,"5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa"
Best Western Plus Indore,4.2,indore,3424.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service"
Fairfield by Marriott Indore,4.2,indore,4770.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service"
Jalsa Resort & Banquets,4.3,indore,2921.0,"Free Wi-Fi,Free parking,Pool,Spa,Restaurant,Kitchen,Full-service laundry,Accessible,Kid-friendly"
Radisson Blu Hotel Indore,4.5,indore,6266.0,"5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa"
Indore Marriott Hotel,4.4,indore,6721.0,"5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar"
Sheraton Grand Palace Indore,4.3,indore,7280.0,"5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar"
Jardin Hotels,4.2,indore,2508.0,"Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,Accessible"
"WOW Crest, Indore - IHCL SeleQtions",4.3,indore,5878.0,"Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Fitness center,Spa,Bar,Restaurant"
Effotel by Sayaji,4.3,indore,4090.0,"4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle"
"Hotel Meritel Grande, Indore",4.9,indore,1384.0,"Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Spa,Bar,Restaurant,Room service,Kitchen"
Hotel Vrindavan Palace,4.4,indore,1871.0,"Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Room service,Kitchen,Full-service laundry,0"
Hotel Shri Niwas,3.7,indore,1289.0,"2-star hotel,Free Wi-Fi,Paid parking,Pool,Kitchen,Full-service laundry,Kid-friendly,0,0"
JMC HOTEL S GRANDE INDORE,4.6,indore,2239.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Kitchen"
The Park Indore,4.7,indore,5018.0,"5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar"
My Special House,2.9,indore,1020.0,"Sleeps 2,1 bedroom,Air conditioning,Fireplace,Paid parking,Free Wi-Fi,No crib,No elevator,No fitness center"
Astha Lakshmi Tourist Homestay,4.5,indore,1428.0,"Sleeps 6,2 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,No elevator"
Treebo Trend Grand Euro,4.7,indore,2570.0,"Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Business center,Kid-friendly"
Sayaji Hotel Indore,4.4,indore,5874.0,"5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa"
Trident Hotel Jaipur,4.4,jaipur,14160.0,"5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar"
The Lalit Jaipur,4.4,jaipur,12389.0,"5-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar"
Hotel Sarang Palace - Boutique Stays & Candlelight Dining,4.4,jaipur,2724.0,"3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Spa,Bar,Restaurant,Room service"
Moustache Jaipur,4.4,jaipur,1039.0,"2-star hotel,Free Wi-Fi,Pool,Air conditioning,Restaurant,Kitchen,Full-service laundry,0,0"
Chokhi Dhani Resort,4.3,jaipur,10029.0,"5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant"
"Holiday Inn Jaipur City Centre, an IHG Hotel",4.5,jaipur,14190.0,"5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar"
Umaid Bhawan-A Royal Heritage Style Boutique Hotel,4.3,jaipur,5585.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service"
Jaipur Marriott Hotel,4.5,jaipur,7840.0,"5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa"
"Devi Ratn, Jaipur – IHCL SeleQtions",4.5,jaipur,16992.0,"5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Pet-friendly,Fitness center"
The Lalit Jaipur,4.4,jaipur,7381.0,"5-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar"
Hotel Rajasthan Palace,4.7,jaipur,5479.0,"3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle"
WelcomHeritage Traditional Haveli,4.5,jaipur,4704.0,"5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Spa,Bar,Restaurant"
Hilton Jaipur,4.4,jaipur,6885.0,"5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar"
"Lemon Tree Premier, Jaipur",4.3,jaipur,3920.0,"4-star hotel,Breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar"
Hotel Grand Lotus Inn,4.7,jaipur,1489.0,"3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry"
"Jai Mahal Palace, Jaipur",4.7,jaipur,34173.0,"5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar"
Chokhi Dhani Resort,4.3,jaipur,8388.0,"5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant"
Dera Jaipur,4.5,jaipur,8400.0,"Sleeps 17,6 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,No elevator"
Blue Beds Jaipur,4.4,jaipur,1858.0,"3-star hotel,Breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Kitchen,Airport shuttle,Full-service laundry"
Hotel Royal Orchid Jaipur,4.3,jaipur,6011.0,"5-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Hot tub,Air conditioning,Fitness center,Restaurant"
Ginger Jaipur,4.1,jaipur,3135.0,"3-star hotel,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,0"
Pride Amber Vilas Resort & Convention Centre,4.2,jaipur,7951.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant"
Sureli Haveli Jaipur,3.8,jaipur,1415.0,"Sleeps 2,1 bedroom,Paid parking,No outdoor grill,Not pet-friendly,Not smoke-free,Not wheelchair accessible,0,0"
ibis Nashik,4.4,nashik,2911.0,"2-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Fitness center,Restaurant,Full-service laundry"
Treebo Trend Abode,4.0,nashik,3271.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Kitchen,Full-service laundry,Kid-friendly,0"
Birla Ayurveda Stay Centre,4.1,nashik,1482.0,"Sleeps 6,2 bedrooms,Air conditioning,Paid parking,Free Wi-Fi,No crib,No elevator,No fireplace,No fitness center"
ibis Nashik,4.4,nashik,2872.0,"2-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Fitness center,Restaurant,Full-service laundry"
Raghunandan Resort,4.2,nashik,2195.0,"0,0,0,0,0,0,0,0,0"
The Emerald Park,4.0,nashik,3190.0,"3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry"
The Gateway Hotel Ambad Nashik,4.6,nashik,12980.0,"5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa"
"Enrise by Sayaji - Nashik, Best Banquet Hotel",4.2,nashik,3489.0,"Breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry"
"Hotel Royale Heritage, Nashik",3.8,nashik,1242.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle"
Courtyard by Marriott Nashik,4.4,nashik,9735.0,"5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant"
Ginger Nashik,3.8,nashik,3518.0,"3-star hotel,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Breakfast,Kitchen,Full-service laundry,Kid-friendly"
Hotel Panchavati Yatri,4.0,nashik,1934.0,"2-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry"
Caves County,4.1,nashik,4021.0,"Free breakfast,Free Wi-Fi,Free parking,Restaurant,Room service,Full-service laundry,0,0,0"
Hotel Rama Heritage,4.1,nashik,2746.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible"
PANCHAVATI ELITE INN,3.6,nashik,2071.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry"
"Holiday Inn Express Nashik Indira Nagar, an IHG Hotel",3.8,nashik,4434.0,"2-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Accessible"
Shakuntala Farms - Rustic Farmstay with Modern Comforts,4.9,nashik,4745.0,"Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Kitchen,Full-service laundry,0,0,0"
Hotel Grand Rio,4.5,nashik,4016.0,"4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Airport shuttle"
"Hotel MBC Citadel Nashik ( Near Sula, Trimbakeshwar and MIDC Area )",4.2,nashik,3870.0,"Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible"
Shriram Guest House,3.0,nashik,618.0,"Free Wi-Fi,Pool,Kitchen,Full-service laundry,Kid-friendly,0,0,0,0"
Quality Inn Regency,3.8,nashik,3210.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant"
"Treebo Trend The Utsav, Nashik",4.6,nashik,2968.0,"Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry"
Itsy by Treebo - Oasis Pride,4.0,nashik,2217.0,"Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Room service,Kitchen,Full-service laundry,Accessible,Kid-friendly"
Best Western Bliss,4.1,kanpur,3300.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Kitchen"
MVR Grand Hotel,4.4,kanpur,3744.0,"Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,0"
The Landmark Towers,4.4,kanpur,6719.0,"5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa"
Red Orchid Hotel Kanpur,4.3,kanpur,2335.0,"Free breakfast,Free Wi-Fi,Paid parking,Bar,Restaurant,Room service,Kitchen,Full-service laundry,0"
Best Western Bliss,4.1,kanpur,3300.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Kitchen"
Hotel Kartar Yatri Niwas,4.1,kanpur,627.0,"Free Wi-Fi,Air conditioning,Room service,Kitchen,Full-service laundry,0,0,0,0"
Vijay Intercontinental,4.1,kanpur,4452.0,"5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar"
Moon And Mars Resort,4.3,kanpur,4242.0,"Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry"
Status club business Hotel,3.9,kanpur,2395.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Airport shuttle,Full-service laundry"
Hotel Bhagyaraj Palace -Best Hotel In Kanpur,4.2,kanpur,1826.0,"Free Wi-Fi,Paid parking,Restaurant,Room service,Kitchen,Full-service laundry,0,0,0"
Hotel The Novelty,4.8,kanpur,1800.0,"Free Wi-Fi,Air conditioning,Breakfast,Paid parking,Room service,Kitchen,Kid-friendly,Smoke-free,0"
Little Chef Hotel,4.3,kanpur,3679.0,"3-star hotel,Free breakfast,Wi-Fi,Paid parking,Air conditioning,Fitness center,Bar,Restaurant,Room service"
"Krishna vatika, Krishna nagar Kanpur nagar uttar pradesh",4.2,kanpur,2600.0,"0,0,0,0,0,0,0,0,0"
THE VILLA,3.9,kanpur,3133.0,"3-star hotel,Free Wi-Fi,Pool,Kitchen,Full-service laundry,Kid-friendly,0,0,0"
Hotel Sant Villa,3.2,kanpur,533.0,"1-star hotel,Free Wi-Fi,Air conditioning,Kitchen,Full-service laundry,0,0,0,0"
Status Club & Resort,4.3,kanpur,4040.0,"3-star hotel,Air conditioning,Kid-friendly,0,0,0,0,0,0"
The Deep Hotel,4.0,kanpur,2072.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,0"
THE ROYAL ORCHID HOTEL | Hotels in Kanpur,4.1,kanpur,3280.0,"Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,0,0"
Little Chef Hotel,4.3,kanpur,3679.0,"3-star hotel,Free breakfast,Wi-Fi,Paid parking,Air conditioning,Fitness center,Bar,Restaurant,Room service"
Hotel Bhagyaraj Palace -Best Hotel In Kanpur,4.2,kanpur,2560.0,"Free Wi-Fi,Paid parking,Restaurant,Room service,Kitchen,Full-service laundry,0,0,0"
The Altius Boutique Hotel,4.0,chandigarh,4435.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service"
Hotel Oyster,4.0,chandigarh,3528.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Spa,Bar,Restaurant"
Hotel Emerald Chandigarh,4.2,chandigarh,1765.0,"3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly"
Hotel Aroma Chandigarh,4.3,chandigarh,3035.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Restaurant,Room service"
The Altius Boutique Hotel,4.0,chandigarh,3003.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service"
Hotel The Yellow,4.1,chandigarh,1651.0,"Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible"
Hotel Royal Park 22,4.3,chandigarh,2231.0,"3-star hotel,Free Wi-Fi,Air conditioning,Pet-friendly,Restaurant,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly"
Hotel City Palace,3.4,chandigarh,461.0,"Breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,0,0"
"The Fern Residency, Chandigarh",4.0,chandigarh,4077.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle"
Wyndham Chandigarh Mohali,4.6,chandigarh,10636.0,"Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,Restaurant"
Hotel City Heart Premium,3.8,chandigarh,2036.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry"
Hotel Pride,4.5,chandigarh,1407.0,"2-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry"
The Regent hotel,3.5,chandigarh,1950.0,"3-star hotel,Free breakfast,Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry"
Hotel Chandigarh Beckons,4.2,chandigarh,2808.0,"3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry"
Taj Chandigarh,4.4,chandigarh,15337.0,"5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa"
The Piccadily Hotel,4.1,chandigarh,4656.0,"4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Bar,Restaurant,Room service,Kitchen"
Amara Hotel,4.1,chandigarh,2533.0,"3-star hotel,Free breakfast,Wi-Fi,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible"
Hotel Landmark Chandigarh,3.8,chandigarh,1976.0,"2-star hotel,Breakfast,Free Wi-Fi,Paid parking,Hot tub,Air conditioning,Restaurant,Room service,Kitchen"
Hotel Park Inn,4.1,chandigarh,3506.0,"3-star hotel,Free breakfast,Wi-Fi,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0"
Kapoor's Homestay Chandigarh,3.2,chandigarh,2580.0,"Sleeps 5,2 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,No elevator"
Natures Blessing,4.9,chandigarh,2528.0,"Sleeps 7,3 bedrooms,Air conditioning,Elevator,Fireplace,Kitchen,Paid parking,Free Wi-Fi,No crib"
Hotel Parkview,4.0,chandigarh,2398.0,"0,0,0,0,0,0,0,0,0"
Hotel Icon,4.2,chandigarh,5544.0,"4-star hotel,Free breakfast,Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry"
The Guwahati Address,4.3,guwahati,6720.0,"4-star hotel,Free breakfast,Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry"
Treebo Trend Umal Homestay,4.5,guwahati,2572.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Kitchen,Full-service laundry"
"Radisson Blu Hotel, Guwahati",4.5,guwahati,7153.0,"5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa"
Exotic Villa Homestay,4.3,guwahati,1026.0,"Breakfast,Free Wi-Fi,Free parking,Room service,Kitchen,Full-service laundry,Kid-friendly,0,0"
Vivanta Guwahati,4.4,guwahati,9781.0,"5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Pet-friendly,Fitness center"
"The Greenwood Resort, Guwahati",4.3,guwahati,7111.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Spa,Bar,Restaurant"
Novotel Guwahati GS Road,4.6,guwahati,8623.0,"5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar"
Ginger Guwahati,3.8,guwahati,3358.0,"3-star hotel,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,0"
A P Home's,4.4,guwahati,1306.0,"Sleeps 6,2 bedrooms,Air conditioning,Fireplace,Cable TV,Free Wi-Fi,No crib,No elevator,No fitness center"
Mahalaxmi Home Stay,4.3,guwahati,710.0,"Breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Kitchen,Airport shuttle"
The Ornate,4.2,guwahati,4017.0,"3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry"
Gibbon Backpackers Hostel,4.5,guwahati,782.0,"Breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Kitchen,Full-service laundry,0,0"
Pragati Manor,4.1,guwahati,4451.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle"
The Rhino,4.0,guwahati,1371.0,"0,0,0,0,0,0,0,0,0"
Hiltop Lodge,3.8,guwahati,1166.0,"Sleeps 5,2 bedrooms,Fireplace,Paid parking,Free Wi-Fi,No air conditioning,No crib,No elevator,No fitness center"
Airport Guest House Guwahati,4.0,guwahati,2354.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen"
"The Greenwood, Guwahati : A Luxury Boutique Hotel",4.6,guwahati,6335.0,"Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,Restaurant"
Dula Homestay,4.7,guwahati,1034.0,"Free Wi-Fi,Free parking,Air conditioning,Breakfast,Kitchen,Accessible,0,0,0"
Luit Vista Guest House (A boutique Heritage property),4.3,guwahati,2106.0,"Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Kid-friendly,Smoke-free"
Hotel Dynasty,4.1,guwahati,3604.0,"4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Spa,Bar,Restaurant"
Ratnamouli Palace,4.6,guwahati,6720.0,"Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,Restaurant"
Treebo Trend Pappilon Palace,4.2,mangalore,3008.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Room service,Full-service laundry,Kid-friendly,Smoke-free"
Treebo Trend The Horizon - Hotel in Mangalore,4.1,mangalore,2738.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Kitchen,Full-service laundry"
